pais;tipo_dato;gastos_duracion;periodo;total
Total;Tasa de variación acumulada;Gasto total;2020-01-01;1.89
Total;Tasa de variación acumulada;Gasto total;2019-12-01;2.41
Total;Tasa de variación acumulada;Gasto total;2019-11-01;2.55
Total;Tasa de variación acumulada;Gasto total;2019-10-01;2.49
Total;Tasa de variación acumulada;Gasto total;2019-09-01;2.55
Total;Tasa de variación acumulada;Gasto total;2019-08-01;2.83
Total;Tasa de variación acumulada;Gasto total;2019-07-01;2.98
Total;Tasa de variación acumulada;Gasto total;2019-06-01;3.39
Total;Tasa de variación acumulada;Gasto total;2019-05-01;3.39
Total;Tasa de variación acumulada;Gasto total;2019-04-01;4.76
Total;Tasa de variación acumulada;Gasto total;2019-03-01;3.96
Total;Tasa de variación acumulada;Gasto total;2019-02-01;3.06
Total;Tasa de variación acumulada;Gasto total;2019-01-01;3.41
Total;Tasa de variación acumulada;Gasto total;2018-12-01;3.16
Total;Tasa de variación acumulada;Gasto total;2018-11-01;2.75
Total;Tasa de variación acumulada;Gasto total;2018-10-01;2.6
Total;Tasa de variación acumulada;Gasto total;2018-09-01;2.35
Total;Tasa de variación acumulada;Gasto total;2018-08-01;2.6
Total;Tasa de variación acumulada;Gasto total;2018-07-01;2.96
Total;Tasa de variación acumulada;Gasto total;2018-06-01;4.18
Total;Tasa de variación acumulada;Gasto total;2018-05-01;4.15
Total;Tasa de variación acumulada;Gasto total;2018-04-01;4.64
Total;Tasa de variación acumulada;Gasto total;2018-03-01;8.11
Total;Tasa de variación acumulada;Gasto total;2018-02-01;5.75
Total;Tasa de variación acumulada;Gasto total;2018-01-01;6.13
Total;Tasa de variación acumulada;Gasto total;2017-12-01;12.39
Total;Tasa de variación acumulada;Gasto total;2017-11-01;13.15
Total;Tasa de variación acumulada;Gasto total;2017-10-01;13.32
Total;Tasa de variación acumulada;Gasto total;2017-09-01;14.17
Total;Tasa de variación acumulada;Gasto total;2017-08-01;14.38
Total;Tasa de variación acumulada;Gasto total;2017-07-01;15.36
Total;Tasa de variación acumulada;Gasto total;2017-06-01;15.24
Total;Tasa de variación acumulada;Gasto total;2017-05-01;15.33
Total;Tasa de variación acumulada;Gasto total;2017-04-01;15.62
Total;Tasa de variación acumulada;Gasto total;2017-03-01;13.33
Total;Tasa de variación acumulada;Gasto total;2017-02-01;15.1
Total;Tasa de variación acumulada;Gasto total;2017-01-01;14.07
Total;Tasa de variación acumulada;Gasto total;2016-12-01;9.21
Total;Tasa de variación acumulada;Gasto total;2016-11-01;8.61
Total;Tasa de variación acumulada;Gasto total;2016-10-01;8.61
Total;Tasa de variación acumulada;Gasto total;2016-09-01;7.71
Total;Tasa de variación acumulada;Gasto total;2016-08-01;7.31
Total;Tasa de variación acumulada;Gasto total;2016-07-01;8.1
Total;Tasa de variación acumulada;Gasto total;2016-06-01;8.21
Total;Tasa de variación acumulada;Gasto total;2016-05-01;6.84
Total;Tasa de variación acumulada;Gasto total;2016-04-01;6.19
Total;Tasa de variación acumulada;Gasto total;2016-03-01;7.14
Total;Tasa de variación acumulada;Gasto total;2016-02-01;5.76
Total;Tasa de variación acumulada;Gasto total;2016-01-01;3.62
Total;Tasa de variación acumulada;Gasto total;2015-12-01;""
Total;Tasa de variación acumulada;Gasto total;2015-11-01;""
Total;Tasa de variación acumulada;Gasto total;2015-10-01;128.53
Total;Tasa de variación acumulada;Gasto medio por persona;2025-02-01;1.3
Total;Tasa de variación acumulada;Gasto medio por persona;2025-01-01;2.72
Total;Tasa de variación acumulada;Gasto medio por persona;2024-12-01;5.33
Total;Tasa de variación acumulada;Gasto medio por persona;2024-11-01;5.33
Total;Tasa de variación acumulada;Gasto medio por persona;2024-10-01;5.35
Total;Tasa de variación acumulada;Gasto medio por persona;2024-09-01;5.33
Total;Tasa de variación acumulada;Gasto medio por persona;2024-08-01;5.64
Total;Tasa de variación acumulada;Gasto medio por persona;2024-07-01;5.77
Total;Tasa de variación acumulada;Gasto medio por persona;2024-06-01;6.35
Total;Tasa de variación acumulada;Gasto medio por persona;2024-05-01;7.05
Total;Tasa de variación acumulada;Gasto medio por persona;2024-04-01;6.92
Total;Tasa de variación acumulada;Gasto medio por persona;2024-03-01;7.91
Total;Tasa de variación acumulada;Gasto medio por persona;2024-02-01;8.51
Total;Tasa de variación acumulada;Gasto medio por persona;2024-01-01;8.65
Total;Tasa de variación acumulada;Gasto medio por persona;2023-12-01;5.04
Total;Tasa de variación acumulada;Gasto medio por persona;2023-11-01;4.88
Total;Tasa de variación acumulada;Gasto medio por persona;2023-10-01;4.92
Total;Tasa de variación acumulada;Gasto medio por persona;2023-09-01;4.46
Total;Tasa de variación acumulada;Gasto medio por persona;2023-08-01;3.9
Total;Tasa de variación acumulada;Gasto medio por persona;2023-07-01;3.77
Total;Tasa de variación acumulada;Gasto medio por persona;2023-06-01;3.72
Total;Tasa de variación acumulada;Gasto medio por persona;2023-05-01;3.11
Total;Tasa de variación acumulada;Gasto medio por persona;2023-04-01;3.37
Total;Tasa de variación acumulada;Gasto medio por persona;2023-03-01;2.89
Total;Tasa de variación acumulada;Gasto medio por persona;2023-02-01;4.32
Total;Tasa de variación acumulada;Gasto medio por persona;2023-01-01;3.82
Total;Tasa de variación acumulada;Gasto medio por persona;2022-12-01;8.63
Total;Tasa de variación acumulada;Gasto medio por persona;2022-11-01;9.16
Total;Tasa de variación acumulada;Gasto medio por persona;2022-10-01;9.09
Total;Tasa de variación acumulada;Gasto medio por persona;2022-09-01;9.15
Total;Tasa de variación acumulada;Gasto medio por persona;2022-08-01;8.46
Total;Tasa de variación acumulada;Gasto medio por persona;2022-07-01;7.87
Total;Tasa de variación acumulada;Gasto medio por persona;2022-06-01;10.45
Total;Tasa de variación acumulada;Gasto medio por persona;2022-05-01;11.34
Total;Tasa de variación acumulada;Gasto medio por persona;2022-04-01;9.86
Total;Tasa de variación acumulada;Gasto medio por persona;2022-03-01;12.12
Total;Tasa de variación acumulada;Gasto medio por persona;2022-02-01;11.01
Total;Tasa de variación acumulada;Gasto medio por persona;2022-01-01;16.35
Total;Tasa de variación acumulada;Gasto medio por persona;2021-12-01;7.11
Total;Tasa de variación acumulada;Gasto medio por persona;2021-11-01;6.41
Total;Tasa de variación acumulada;Gasto medio por persona;2021-10-01;6.34
Total;Tasa de variación acumulada;Gasto medio por persona;2021-09-01;5.65
Total;Tasa de variación acumulada;Gasto medio por persona;2021-08-01;5.37
Total;Tasa de variación acumulada;Gasto medio por persona;2021-07-01;3.81
Total;Tasa de variación acumulada;Gasto medio por persona;2021-06-01;-2.8
Total;Tasa de variación acumulada;Gasto medio por persona;2021-05-01;-4.87
Total;Tasa de variación acumulada;Gasto medio por persona;2021-04-01;-2.68
Total;Tasa de variación acumulada;Gasto medio por persona;2021-03-01;-1.79
Total;Tasa de variación acumulada;Gasto medio por persona;2021-02-01;-3.2
Total;Tasa de variación acumulada;Gasto medio por persona;2021-01-01;-9.45
Total;Tasa de variación acumulada;Gasto medio por persona;2020-12-01;-5.05
Total;Tasa de variación acumulada;Gasto medio por persona;2020-11-01;-4.84
Total;Tasa de variación acumulada;Gasto medio por persona;2020-10-01;-4.92
Total;Tasa de variación acumulada;Gasto medio por persona;2020-09-01;-3.84
Total;Tasa de variación acumulada;Gasto medio por persona;2020-08-01;-2.6
Total;Tasa de variación acumulada;Gasto medio por persona;2020-07-01;-0.42
Total;Tasa de variación acumulada;Gasto medio por persona;2020-06-01;4.42
Total;Tasa de variación acumulada;Gasto medio por persona;2020-05-01;6.47
Total;Tasa de variación acumulada;Gasto medio por persona;2020-04-01;5.87
Total;Tasa de variación acumulada;Gasto medio por persona;2020-03-01;2.82
Total;Tasa de variación acumulada;Gasto medio por persona;2020-02-01;2.54
Total;Tasa de variación acumulada;Gasto medio por persona;2020-01-01;3.44
Total;Tasa de variación acumulada;Gasto medio por persona;2019-12-01;1.55
Total;Tasa de variación acumulada;Gasto medio por persona;2019-11-01;1.58
Total;Tasa de variación acumulada;Gasto medio por persona;2019-10-01;1.62
Total;Tasa de variación acumulada;Gasto medio por persona;2019-09-01;1.49
Total;Tasa de variación acumulada;Gasto medio por persona;2019-08-01;1.44
Total;Tasa de variación acumulada;Gasto medio por persona;2019-07-01;1.18
Total;Tasa de variación acumulada;Gasto medio por persona;2019-06-01;0.71
Total;Tasa de variación acumulada;Gasto medio por persona;2019-05-01;0.9
Total;Tasa de variación acumulada;Gasto medio por persona;2019-04-01;0.48
Total;Tasa de variación acumulada;Gasto medio por persona;2019-03-01;0.24
Total;Tasa de variación acumulada;Gasto medio por persona;2019-02-01;0.03
Total;Tasa de variación acumulada;Gasto medio por persona;2019-01-01;1.21
Total;Tasa de variación acumulada;Gasto medio por persona;2018-12-01;1.99
Total;Tasa de variación acumulada;Gasto medio por persona;2018-11-01;2.01
Total;Tasa de variación acumulada;Gasto medio por persona;2018-10-01;2.01
Total;Tasa de variación acumulada;Gasto medio por persona;2018-09-01;2.28
Total;Tasa de variación acumulada;Gasto medio por persona;2018-08-01;2.62
Total;Tasa de variación acumulada;Gasto medio por persona;2018-07-01;2.5
Total;Tasa de variación acumulada;Gasto medio por persona;2018-06-01;2.26
Total;Tasa de variación acumulada;Gasto medio por persona;2018-05-01;2.1
Total;Tasa de variación acumulada;Gasto medio por persona;2018-04-01;2.2
Total;Tasa de variación acumulada;Gasto medio por persona;2018-03-01;1.98
Total;Tasa de variación acumulada;Gasto medio por persona;2018-02-01;1.94
Total;Tasa de variación acumulada;Gasto medio por persona;2018-01-01;0.94
Total;Tasa de variación acumulada;Gasto medio por persona;2017-12-01;3.39
Total;Tasa de variación acumulada;Gasto medio por persona;2017-11-01;3.62
Total;Tasa de variación acumulada;Gasto medio por persona;2017-10-01;3.65
Total;Tasa de variación acumulada;Gasto medio por persona;2017-09-01;3.59
Total;Tasa de variación acumulada;Gasto medio por persona;2017-08-01;4.03
Total;Tasa de variación acumulada;Gasto medio por persona;2017-07-01;3.52
Total;Tasa de variación acumulada;Gasto medio por persona;2017-06-01;3
Total;Tasa de variación acumulada;Gasto medio por persona;2017-05-01;3.01
Total;Tasa de variación acumulada;Gasto medio por persona;2017-04-01;3.48
Total;Tasa de variación acumulada;Gasto medio por persona;2017-03-01;3.64
Total;Tasa de variación acumulada;Gasto medio por persona;2017-02-01;3.35
Total;Tasa de variación acumulada;Gasto medio por persona;2017-01-01;2.99
Total;Tasa de variación acumulada;Gasto medio por persona;2016-12-01;-1.14
Total;Tasa de variación acumulada;Gasto medio por persona;2016-11-01;-1.53
Total;Tasa de variación acumulada;Gasto medio por persona;2016-10-01;-1.59
Total;Tasa de variación acumulada;Gasto medio por persona;2016-09-01;-2.34
Total;Tasa de variación acumulada;Gasto medio por persona;2016-08-01;-2.81
Total;Tasa de variación acumulada;Gasto medio por persona;2016-07-01;-2.98
Total;Tasa de variación acumulada;Gasto medio por persona;2016-06-01;-3.25
Total;Tasa de variación acumulada;Gasto medio por persona;2016-05-01;-4.21
Total;Tasa de variación acumulada;Gasto medio por persona;2016-04-01;-5.97
Total;Tasa de variación acumulada;Gasto medio por persona;2016-03-01;-5.72
Total;Tasa de variación acumulada;Gasto medio por persona;2016-02-01;-5.99
Total;Tasa de variación acumulada;Gasto medio por persona;2016-01-01;-6.68
Total;Tasa de variación acumulada;Gasto medio por persona;2015-12-01;""
Total;Tasa de variación acumulada;Gasto medio por persona;2015-11-01;""
Total;Tasa de variación acumulada;Gasto medio por persona;2015-10-01;-0.6
Total;Tasa de variación acumulada;Gasto medio diario por persona;2025-02-01;4.82
Total;Tasa de variación acumulada;Gasto medio diario por persona;2025-01-01;4.26
Total;Tasa de variación acumulada;Gasto medio diario por persona;2024-12-01;5.19
Total;Tasa de variación acumulada;Gasto medio diario por persona;2024-11-01;4.96
Total;Tasa de variación acumulada;Gasto medio diario por persona;2024-10-01;5.14
Total;Tasa de variación acumulada;Gasto medio diario por persona;2024-09-01;5.38
Total;Tasa de variación acumulada;Gasto medio diario por persona;2024-08-01;5.62
Total;Tasa de variación acumulada;Gasto medio diario por persona;2024-07-01;4.82
Total;Tasa de variación acumulada;Gasto medio diario por persona;2024-06-01;5.56
Total;Tasa de variación acumulada;Gasto medio diario por persona;2024-05-01;6.55
Total;Tasa de variación acumulada;Gasto medio diario por persona;2024-04-01;5.85
Total;Tasa de variación acumulada;Gasto medio diario por persona;2024-03-01;5.91
Total;Tasa de variación acumulada;Gasto medio diario por persona;2024-02-01;5.98
Total;Tasa de variación acumulada;Gasto medio diario por persona;2024-01-01;6.14
Total;Tasa de variación acumulada;Gasto medio diario por persona;2023-12-01;9.15
Total;Tasa de variación acumulada;Gasto medio diario por persona;2023-11-01;9.79
Total;Tasa de variación acumulada;Gasto medio diario por persona;2023-10-01;10.17
Total;Tasa de variación acumulada;Gasto medio diario por persona;2023-09-01;10.12
Total;Tasa de variación acumulada;Gasto medio diario por persona;2023-08-01;10.14
Total;Tasa de variación acumulada;Gasto medio diario por persona;2023-07-01;11.07
Total;Tasa de variación acumulada;Gasto medio diario por persona;2023-06-01;10.74
Total;Tasa de variación acumulada;Gasto medio diario por persona;2023-05-01;11.14
Total;Tasa de variación acumulada;Gasto medio diario por persona;2023-04-01;13.27
Total;Tasa de variación acumulada;Gasto medio diario por persona;2023-03-01;14.44
Total;Tasa de variación acumulada;Gasto medio diario por persona;2023-02-01;19.31
Total;Tasa de variación acumulada;Gasto medio diario por persona;2023-01-01;19.97
Total;Tasa de variación acumulada;Gasto medio diario por persona;2022-12-01;17.95
Total;Tasa de variación acumulada;Gasto medio diario por persona;2022-11-01;17.58
